epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
382,1797.0102115885418,1797.0102115885418,3471.776953783902,3471.776953783902
383,1773.7939176432292,1773.7939176432292,3690.250051390041,3690.250051390041
384,1782.2657877604167,1782.2657877604167,3326.2043203007092,3326.2043203007092
385,1668.0058561197916,1668.0058561197916,3364.81820193204,3364.81820193204
386,1788.978194580078,1788.978194580078,3413.9691509767013,3413.9691509767013
387,1813.8650109863281,1813.8650109863281,3143.274819980968,3143.274819980968
388,1733.0287068684895,1733.0287068684895,3287.4873809814453,3287.4873809814453
389,1724.3195426432292,1724.3195426432292,3476.9186072783036,3476.9186072783036
390,1725.397325032552,1725.397325032552,3052.178627360951,3052.178627360951
391,1815.5788126627604,1815.5788126627604,3482.7188891931014,3482.7188891931014
392,1783.6202465820313,1783.6202465820313,3287.174893465909,3287.174893465909
393,1810.2625358072917,1810.2625358072917,3121.935465812683,3121.935465812683
394,1675.6764701334635,1675.6764701334635,3396.2213591228833,3396.2213591228833
395,1738.7223201497395,1738.7223201497395,3131.5014936273747,3131.5014936273747
396,1823.7869592285156,1823.7869592285156,3284.9933397119694,3284.9933397119694
397,1873.2854443359374,1873.2854443359374,2729.7515576057644,2729.7515576057644
398,1799.6465804036459,1799.6465804036459,3111.7111758752303,3111.7111758752303
399,1800.5589689127605,1800.5589689127605,3196.1990941221065,3196.1990941221065
