epoch,acc,loss,val_acc,val_loss
0,0.646551724137931,0.6315313197415451,0.575,0.6785924146572749
1,0.6120689655172413,0.6644577229845112,0.625,0.6451034218072891
2,0.6637931034482759,0.62682529153495,0.65,0.6269388745228449
3,0.6896551724137931,0.5990737018914059,0.525,0.7316180030504863
4,0.75,0.5225361523957088,0.625,0.6423119574785232
5,0.6896551724137931,0.5493689996415171,0.5833333333333334,0.6160427788893382
6,0.6810344827586207,0.5165606243857022,0.6583333333333333,0.519109453757604
7,0.6810344827586207,0.4953330863138725,0.5666666666666667,0.5540885527928671
8,0.8017241379310345,0.46495218934683963,0.8333333333333334,0.45293446630239487
9,0.8448275862068966,0.42415131628513336,0.7833333333333333,0.3742756020277739
10,0.8017241379310345,0.310007614693765,0.7833333333333333,0.19665259669224422
11,0.8620689655172413,0.23408208716789197,0.925,0.16102437356797358
12,0.8706896551724138,0.22490303650305704,0.925,0.13090071268379688
13,0.9482758620689655,0.1412437568400617,0.85,0.21288412927339476
14,0.8275862068965517,0.21123303620722786,0.9083333333333333,0.12069418758668084
15,0.8793103448275862,0.1893221560769297,0.9,0.17895469417174656
16,0.9051724137931034,0.14205845779787493,0.925,0.14817033198972543
17,0.853448275862069,0.23290198129312745,0.8416666666666667,0.1993873856040106
18,0.9051724137931034,0.14081972978752236,0.8583333333333333,0.17988458410060654
19,0.8879310344827587,0.1363209492671464,0.9333333333333333,0.08496963399617623
20,0.8448275862068966,0.17765128301809832,0.9083333333333333,0.13937034202584375
21,0.9051724137931034,0.15099820947467252,0.8833333333333333,0.17086103938005787
22,0.8706896551724138,0.1521827157402154,0.8583333333333333,0.156356014617874
23,0.9137931034482759,0.15008960636222238,0.875,0.15879068200204832
24,0.8448275862068966,0.21599221769078025,0.9333333333333333,0.11703461758831206
25,0.9655172413793104,0.06976710662864458,0.8833333333333333,0.20495199451906956
26,0.8706896551724138,0.17622659416018246,0.9,0.19450581844042367
27,0.896551724137931,0.1588549440092375,0.9083333333333333,0.13793443047131101
28,0.896551724137931,0.1675181298693321,0.9083333333333333,0.11160346398246475
29,0.9137931034482759,0.11241860341296755,0.9166666666666666,0.14687525579938665
30,0.9310344827586207,0.10998319248379819,0.9083333333333333,0.13764464652219127
31,0.8706896551724138,0.1840625917614269,0.8833333333333333,0.14596427301342677
32,0.9051724137931034,0.13690498629022904,0.9083333333333333,0.14810896947359045
33,0.8793103448275862,0.19598838582570696,0.8916666666666667,0.13666943439263074
34,0.9396551724137931,0.08852976192002675,0.9166666666666666,0.14669818076557326
35,0.896551724137931,0.13113239222152986,0.8916666666666667,0.15715676011362423
36,0.9137931034482759,0.1395832881158828,0.875,0.18879658825753723
37,0.9224137931034483,0.12891084754414023,0.9166666666666666,0.11737789173475903
38,0.9310344827586207,0.13726998776637,1.0,0.1174387122835166
39,0.896551724137931,0.15337038323070437,1.0,0.12288632825560247
40,0.9655172413793104,0.06351775833172724,0.8916666666666667,0.1802640564526276
41,0.9224137931034483,0.12267519118754065,0.7916666666666666,0.39568912116616656
42,0.8103448275862069,0.5137463723317367,0.7833333333333333,0.3534236893368264
43,0.8793103448275862,0.2509898247903791,0.9083333333333333,0.20100402949998777
44,0.9137931034482759,0.17231952061812425,0.925,0.12524590594694018
45,0.9051724137931034,0.12738944993129578,0.9416666666666667,0.1483016553168151
46,0.8362068965517241,0.16558228779969544,0.925,0.11656851379586139
47,0.8879310344827587,0.14950043203485808,0.8666666666666667,0.1653542347116551
48,0.9137931034482759,0.1511503094004403,0.8833333333333333,0.1685109511864236
49,0.8879310344827587,0.16597924217308774,0.9083333333333333,0.14112647014505153
50,0.9310344827586207,0.1298870199905901,0.8583333333333333,0.1589513666423348
51,0.9568965517241379,0.08552595818112203,0.8916666666666667,0.18164994835278775
52,0.9137931034482759,0.11508438746737927,0.9083333333333333,0.12196629954487434
53,0.9396551724137931,0.1332947220823904,0.95,0.09234505839710891
54,0.9568965517241379,0.0950795838540718,0.8666666666666667,0.16261350964002
55,0.9310344827586207,0.13884457642315878,0.9083333333333333,0.13744094503487456
56,0.9137931034482759,0.10016396329040711,0.8583333333333333,0.14667829213904043
57,0.9310344827586207,0.12648247989398378,0.9166666666666666,0.1200741928514617
58,0.896551724137931,0.20069882879640144,0.8833333333333333,0.13433384646026145
59,0.9224137931034483,0.1232032461728146,0.9166666666666666,0.13399083008553134
60,0.9310344827586207,0.12465912500274184,0.9083333333333333,0.14686989177268212
61,0.9310344827586207,0.10151900573190029,0.8666666666666667,0.1624820279777244
62,0.9051724137931034,0.12509987503039283,0.925,0.1032267339872154
63,0.9051724137931034,0.12821134777061224,0.9083333333333333,0.1377784668423677
64,0.9310344827586207,0.10133944405644232,0.875,0.15001359139453901
65,0.9137931034482759,0.12240897845656255,1.0,0.14171383393016487
66,0.896551724137931,0.15433653056619545,0.8583333333333333,0.15347081847964242
67,0.9482758620689655,0.09370610576548517,0.8416666666666667,0.2379843426480458
68,0.8793103448275862,0.17552316115955457,0.8583333333333333,0.18343775603669504
69,0.9137931034482759,0.1452199385746318,0.9,0.16344475580262952
70,0.9310344827586207,0.11260311494199163,0.9333333333333333,0.11779740218965647
71,0.896551724137931,0.14122356954713128,0.9083333333333333,0.10423151917057112
72,0.896551724137931,0.15219657985521892,0.8833333333333333,0.14498201750053946
73,0.8879310344827587,0.14314012319777375,1.0,0.13373425919483756
74,0.9482758620689655,0.08994260019570557,0.9083333333333333,0.12396492121394355
75,0.8879310344827587,0.13781506430169774,0.9083333333333333,0.13031819437771144
76,0.8448275862068966,0.17820731951887236,0.9166666666666666,0.12947515987616498
77,0.9310344827586207,0.12741185306696606,0.8833333333333333,0.1429888462041466
78,0.9051724137931034,0.1496386605973612,0.875,0.17590048688289245
79,0.9051724137931034,0.14684465993496845,0.8916666666666667,0.14141938065052576
80,0.9137931034482759,0.1322838025030094,0.9333333333333333,0.09617998186998496
81,0.9310344827586207,0.11527569500673242,0.9833333333333333,0.16796025223933006
82,0.9482758620689655,0.14774835829077096,1.0,0.1128982922945094
83,0.9396551724137931,0.13079146316635287,0.925,0.10274983821629652
84,0.896551724137931,0.1217750442131013,0.8666666666666667,0.12601484253549036
85,0.9224137931034483,0.11878755629907667,1.0,0.1267320556935071
86,0.9568965517241379,0.09706138864303598,0.8916666666666667,0.15671379340759206
87,0.9224137931034483,0.10591273571217558,0.9166666666666666,0.12966172271565787
88,0.8879310344827587,0.17824878219960674,0.925,0.1137310300026608
89,0.8879310344827587,0.15909069141682644,0.8666666666666667,0.13533832809177207
90,0.9310344827586207,0.13653581967132752,0.9,0.14544131092552562
91,0.896551724137931,0.14511821738841688,0.9083333333333333,0.12097616754520762
92,0.9051724137931034,0.22127511144358794,0.8416666666666667,0.2377772441211467
93,0.9482758620689655,0.12915053868923207,0.9333333333333333,0.1208412689670998
94,0.9137931034482759,0.1477775381625116,0.8083333333333333,0.18242588397697546
95,0.9396551724137931,0.12054492357580376,0.9166666666666666,0.11041065467191705
96,0.9310344827586207,0.1401089158587575,0.9333333333333333,0.09227378787084793
97,0.9310344827586207,0.10850965633992395,0.9416666666666667,0.11631373950270547
98,0.9396551724137931,0.12360871134622922,0.95,0.10088064722901133
99,0.896551724137931,0.1502520638801045,0.9666666666666667,0.10892012370435017
